IBGE7;IBGE;Região;UF;uf_s;Município;Municipio_2013;area;Pop_Total2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;Pop_Total2010_MICRO;NºIDENTIFICADOR;q.28.2;idade;q.28.3;q.28.9;q.28.10;q.28.11;q.28.12;q.28.13;D28.2.FaixasEtarias;D28.9;D28.11;D28.9bin1;D28.9bin2;D28.9bin3;D28.10bin1;D28.10bin2;D28.10bin3;D28.10bin4;D28.10bin5;D28.11bin1;D28.11bin2;D28.11bin3;D28.11bin4;D28.9bin1_sum;D28.9bin2_sum;D28.9bin3_sum;D28.10bin1_sum;D28.10bin2_sum;D28.10bin3_sum;D28.10bin4_sum;D28.10bin5_sum;D28.11bin1_sum;D28.11bin2_sum;D28.11bin3_sum;D28.11bin4_sum;nu_trabalhadores
4115200;411520;4;41;PR;Maringá;Maringá;487,93;357077;350653;6424;Grande;540477;4115200000000;06/01/1958;59;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;01/01/2015;De 50 a 85 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;7,00;9,00;14,00;5,00;3,00;;;;;;;30,00;30
4115200;411520;4;41;PR;Maringá;Maringá;487,93;357077;350653;6424;Grande;540477;4115200000000;29/07/1986;31;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;01/01/2016;De 30 a 39 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;7,00;9,00;14,00;5,00;3,00;;;;;;;30,00;30
4115200;411520;4;41;PR;Maringá;Maringá;487,93;357077;350653;6424;Grande;540477;4115200000000;31/08/1989;28;Feminino;Superior Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;01/01/2016;De 16 a 29 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;7,00;9,00;14,00;5,00;3,00;;;;;;;30,00;30
4115200;411520;4;41;PR;Maringá;Maringá;487,93;357077;350653;6424;Grande;540477;4115200000000;20/08/1992;25;Feminino;Superior Completo;Assistente Social;Sem Vínculo;Família Acolhedora;01/01/2016;De 16 a 29 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;7,00;9,00;14,00;5,00;3,00;;;;;;;30,00;30
4115200;411520;4;41;PR;Maringá;Maringá;487,93;357077;350653;6424;Grande;540477;4115200000000;16/10/1961;56;Feminino;Superior Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;01/01/2016;De 50 a 85 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;7,00;9,00;14,00;5,00;3,00;;;;;;;30,00;30
4115200;411520;4;41;PR;Maringá;Maringá;487,93;357077;350653;6424;Grande;540477;4115200000000;12/12/1955;62;Feminino;Superior Completo;Pedagogo;Sem Vínculo;Família Acolhedora;01/01/2015;De 50 a 85 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;7,00;9,00;14,00;5,00;3,00;;;;;;;30,00;30
4115200;411520;4;41;PR;Maringá;Maringá;487,93;357077;350653;6424;Grande;540477;4115200000000;09/05/1946;71;Feminino;Superior Completo;Pedagogo;Sem Vínculo;Família Acolhedora;01/01/2015;De 50 a 85 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;7,00;9,00;14,00;5,00;3,00;;;;;;;30,00;30
4115200;411520;4;41;PR;Maringá;Maringá;487,93;357077;350653;6424;Grande;540477;4115200000000;23/01/1980;37;Feminino;Superior Completo;Pedagogo;Sem Vínculo;Família Acolhedora;01/01/2014;De 30 a 39 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;7,00;9,00;14,00;5,00;3,00;;;;;;;30,00;30
4115200;411520;4;41;PR;Maringá;Maringá;487,93;357077;350653;6424;Grande;540477;4115200000000;25/04/1981;36;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;01/01/2013;De 30 a 39 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;7,00;9,00;14,00;5,00;3,00;;;;;;;30,00;30
4115200;411520;4;41;PR;Maringá;Maringá;487,93;357077;350653;6424;Grande;540477;4115200000000;19/03/1951;66;Feminino;Superior Incompleto;Pedagogo;Sem Vínculo;Família Acolhedora;01/01/2013;De 50 a 85 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;Pedagogo;;;;;;;;Outros vínculos não permanentes;7,00;9,00;14,00;5,00;3,00;;;;;;;30,00;30
4115200;411520;4;41;PR;Maringá;Maringá;487,93;357077;350653;6424;Grande;540477;4115200000000;01/05/1957;60;Feminino;Superior Completo;Assistente Social;Sem Vínculo;Família Acolhedora;01/01/2013;De 50 a 85 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;7,00;9,00;14,00;5,00;3,00;;;;;;;30,00;30
4115200;411520;4;41;PR;Maringá;Maringá;487,93;357077;350653;6424;Grande;540477;4115200000000;30/09/1962;55;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;01/01/2016;De 50 a 85 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;7,00;9,00;14,00;5,00;3,00;;;;;;;30,00;30
4115200;411520;4;41;PR;Maringá;Maringá;487,93;357077;350653;6424;Grande;540477;4115200000000;16/10/1961;56;Feminino;Superior Completo;Assistente Social;Sem Vínculo;Família Acolhedora;01/01/2013;De 50 a 85 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;7,00;9,00;14,00;5,00;3,00;;;;;;;30,00;30
4115200;411520;4;41;PR;Maringá;Maringá;487,93;357077;350653;6424;Grande;540477;4115200000000;10/06/1964;53;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;01/01/2013;De 50 a 85 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;7,00;9,00;14,00;5,00;3,00;;;;;;;30,00;30
4115200;411520;4;41;PR;Maringá;Maringá;487,93;357077;350653;6424;Grande;540477;4115200000000;15/12/1979;38;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;01/01/2015;De 30 a 39 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;7,00;9,00;14,00;5,00;3,00;;;;;;;30,00;30
4115200;411520;4;41;PR;Maringá;Maringá;487,93;357077;350653;6424;Grande;540477;4115200000000;28/05/1968;49;Feminino;Médio Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;01/01/2017;De 40 a 49 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;7,00;9,00;14,00;5,00;3,00;;;;;;;30,00;30
4115200;411520;4;41;PR;Maringá;Maringá;487,93;357077;350653;6424;Grande;540477;4115200000000;28/10/1966;51;Feminino;Superior Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;01/01/2016;De 50 a 85 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;7,00;9,00;14,00;5,00;3,00;;;;;;;30,00;30
4115200;411520;4;41;PR;Maringá;Maringá;487,93;357077;350653;6424;Grande;540477;4115200000000;25/09/1951;66;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;01/01/2017;De 50 a 85 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;7,00;9,00;14,00;5,00;3,00;;;;;;;30,00;30
4115200;411520;4;41;PR;Maringá;Maringá;487,93;357077;350653;6424;Grande;540477;4115200000000;24/09/1971;46;Feminino;Médio Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;01/01/2011;De 40 a 49 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;7,00;9,00;14,00;5,00;3,00;;;;;;;30,00;30
4115200;411520;4;41;PR;Maringá;Maringá;487,93;357077;350653;6424;Grande;540477;4115200000000;11/01/1969;48;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;01/01/2014;De 40 a 49 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;7,00;9,00;14,00;5,00;3,00;;;;;;;30,00;30
4115200;411520;4;41;PR;Maringá;Maringá;487,93;357077;350653;6424;Grande;540477;4115200000000;11/01/1951;66;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;01/01/2016;De 50 a 85 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;7,00;9,00;14,00;5,00;3,00;;;;;;;30,00;30
4115853;411585;4;41;PR;Mercedes;Mercedes;200,86;5046;2439;2607;Pequeno I;377780;4115850000000;27/08/1954;63;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;20/10/2014;De 50 a 85 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;4,00;;;;;;;;;;;4,00;4
4115853;411585;4;41;PR;Mercedes;Mercedes;200,86;5046;2439;2607;Pequeno I;377780;4115850000000;31/08/1967;50;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;27/09/2016;De 50 a 85 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;4,00;;;;;;;;;;;4,00;4
4115853;411585;4;41;PR;Mercedes;Mercedes;200,86;5046;2439;2607;Pequeno I;377780;4115850000000;26/11/1967;50;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;24/10/2014;De 50 a 85 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;4,00;;;;;;;;;;;4,00;4
4115853;411585;4;41;PR;Mercedes;Mercedes;200,86;5046;2439;2607;Pequeno I;377780;4115850000000;16/06/1953;64;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;04/11/2016;De 50 a 85 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;4,00;;;;;;;;;;;4,00;4
4118006;411800;4;41;PR;Paraíso do Norte;Paraíso do Norte;204,57;11772;11099;673;Pequeno I;270794;4118000000000;28/07/1985;32;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;31/01/2017;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;3,00;3,00;1,00;;;;;;;;;7,00;7
4118006;411800;4;41;PR;Paraíso do Norte;Paraíso do Norte;204,57;11772;11099;673;Pequeno I;270794;4118000000000;10/07/1968;49;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;07/10/2017;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;3,00;3,00;1,00;;;;;;;;;7,00;7
4118006;411800;4;41;PR;Paraíso do Norte;Paraíso do Norte;204,57;11772;11099;673;Pequeno I;270794;4118000000000;08/07/1963;54;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;28/07/2016;De 50 a 85 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;3,00;3,00;1,00;;;;;;;;;7,00;7
4118006;411800;4;41;PR;Paraíso do Norte;Paraíso do Norte;204,57;11772;11099;673;Pequeno I;270794;4118000000000;22/03/1962;55;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;03/09/2013;De 50 a 85 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;3,00;3,00;1,00;;;;;;;;;7,00;7
4118006;411800;4;41;PR;Paraíso do Norte;Paraíso do Norte;204,57;11772;11099;673;Pequeno I;270794;4118000000000;18/02/1964;53;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;14/08/2013;De 50 a 85 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;3,00;3,00;1,00;;;;;;;;;7,00;7
4118006;411800;4;41;PR;Paraíso do Norte;Paraíso do Norte;204,57;11772;11099;673;Pequeno I;270794;4118000000000;19/12/1970;47;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;02/04/2017;De 40 a 49 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;3,00;3,00;1,00;;;;;;;;;7,00;7
4118006;411800;4;41;PR;Paraíso do Norte;Paraíso do Norte;204,57;11772;11099;673;Pequeno I;270794;4118000000000;27/12/1977;40;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;21/09/2015;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;3,00;3,00;1,00;;;;;;;;;7,00;7
4118451;411845;4;41;PR;Pato Bragado;Pato Bragado;135,29;4822;2993;1829;Pequeno I;377780;4118450000000;14/08/1964;53;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;15/08/2017;De 50 a 85 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;1,00;;;;;;;;;;;1,00;1
4119004;411900;4;41;PR;Pérola D´oeste;Pérola d'Oeste;206,05;6761;3187;3574;Pequeno I;95292;4119000000000;29/12/1972;45;Feminino;Superior Completo;Outra formação de nível superior;Voluntário;Família Acolhedora;01/01/2017;De 40 a 49 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;;;1,00;;;;;;;;;1,00;1
4119806;411980;4;41;PR;Planalto;Planalto;345,74;13654;6068;7586;Pequeno I;95292;4119800000000;29/07/1973;44;Feminino;Médio Completo;Sem formação profissional;Servidor Temporário;Família Acolhedora;23/09/2017;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;;4,00;;;;;;;;;;4,00;4
4119806;411980;4;41;PR;Planalto;Planalto;345,74;13654;6068;7586;Pequeno I;95292;4119800000000;15/06/1961;56;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;23/09/2017;De 50 a 85 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;;4,00;;;;;;;;;;4,00;4
4119806;411980;4;41;PR;Planalto;Planalto;345,74;13654;6068;7586;Pequeno I;95292;4119800000000;27/12/1963;54;Feminino;Médio Completo;Sem formação profissional;Servidor Temporário;Família Acolhedora;13/09/2017;De 50 a 85 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;;4,00;;;;;;;;;;4,00;4
4119806;411980;4;41;PR;Planalto;Planalto;345,74;13654;6068;7586;Pequeno I;95292;4119800000000;03/10/1971;46;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;06/11/2017;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;;4,00;;;;;;;;;;4,00;4
4119905;411990;4;41;PR;Ponta Grossa;Ponta Grossa;2067,55;311611;304733;6878;Grande;429981;4119900000000;08/10/1979;38;Feminino;Médio Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;08/11/2017;De 30 a 39 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;2,00;3,00;;;;;;;;;;5,00;5
4119905;411990;4;41;PR;Ponta Grossa;Ponta Grossa;2067,55;311611;304733;6878;Grande;429981;4119900000000;07/02/1980;37;Feminino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;31/10/2017;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;2,00;3,00;;;;;;;;;;5,00;5
4119905;411990;4;41;PR;Ponta Grossa;Ponta Grossa;2067,55;311611;304733;6878;Grande;429981;4119900000000;15/12/1998;19;Feminino;Superior Incompleto;Profissional de nível médio;Sem Vínculo;Família Acolhedora;14/11/2017;De 16 a 29 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;2,00;3,00;;;;;;;;;;5,00;5
4119905;411990;4;41;PR;Ponta Grossa;Ponta Grossa;2067,55;311611;304733;6878;Grande;429981;4119900000000;25/09/1990;27;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;31/10/2017;De 16 a 29 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;2,00;3,00;;;;;;;;;;5,00;5
4119905;411990;4;41;PR;Ponta Grossa;Ponta Grossa;2067,55;311611;304733;6878;Grande;429981;4119900000000;10/08/1956;61;Feminino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;31/10/2017;De 50 a 85 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;2,00;3,00;;;;;;;;;;5,00;5
4120853;412085;4;41;PR;Quatro Pontes;Quatro Pontes;114,39;3803;2437;1366;Pequeno I;377780;4120850000000;02/11/1959;58;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;23/12/2015;De 50 a 85 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;;1,00;1,00;1,00;;;;;;;;2,00;2
4120853;412085;4;41;PR;Quatro Pontes;Quatro Pontes;114,39;3803;2437;1366;Pequeno I;377780;4120850000000;02/07/1957;60;Feminino;Superior Completo;Pedagogo;Sem Vínculo;Família Acolhedora;23/12/2015;De 50 a 85 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;;1,00;1,00;1,00;;;;;;;;2,00;2
4124020;412402;4;41;PR;Santa Tereza do Oeste;Santa Tereza do Oeste;326,92;10332;8035;2297;Pequeno I;432978;4124020000000;16/10/1973;44;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;07/03/2016;De 40 a 49 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;5,00;;;;;;;;;;;5,00;5
4124020;412402;4;41;PR;Santa Tereza do Oeste;Santa Tereza do Oeste;326,92;10332;8035;2297;Pequeno I;432978;4124020000000;18/11/1977;40;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;16/06/2016;De 40 a 49 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;5,00;;;;;;;;;;;5,00;5
4124020;412402;4;41;PR;Santa Tereza do Oeste;Santa Tereza do Oeste;326,92;10332;8035;2297;Pequeno I;432978;4124020000000;19/12/1990;27;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;08/06/2016;De 16 a 29 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;5,00;;;;;;;;;;;5,00;5
4124020;412402;4;41;PR;Santa Tereza do Oeste;Santa Tereza do Oeste;326,92;10332;8035;2297;Pequeno I;432978;4124020000000;01/07/1957;60;Feminino;Médio Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;06/01/2011;De 50 a 85 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;5,00;;;;;;;;;;;5,00;5
4124020;412402;4;41;PR;Santa Tereza do Oeste;Santa Tereza do Oeste;326,92;10332;8035;2297;Pequeno I;432978;4124020000000;01/02/1959;58;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;11/06/2015;De 50 a 85 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;5,00;;;;;;;;;;;5,00;5
4124053;412405;4;41;PR;Santa Terezinha de Itaipu;Santa Terezinha de Itaipu;259,39;20841;18837;2004;Pequeno II;408800;4124050000000;26/01/1978;39;Feminino;Superior Completo;Pedagogo;Sem Vínculo;Família Acolhedora;25/07/2017;De 30 a 39 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;3,00;4,00;3,00;2,00;;;;;;;;10,00;10
4124053;412405;4;41;PR;Santa Terezinha de Itaipu;Santa Terezinha de Itaipu;259,39;20841;18837;2004;Pequeno II;408800;4124050000000;20/05/1981;36;Masculino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;04/10/2016;De 30 a 39 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;3,00;4,00;3,00;2,00;;;;;;;;10,00;10
4124053;412405;4;41;PR;Santa Terezinha de Itaipu;Santa Terezinha de Itaipu;259,39;20841;18837;2004;Pequeno II;408800;4124050000000;03/04/1976;41;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;18/04/2017;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;3,00;4,00;3,00;2,00;;;;;;;;10,00;10
4124053;412405;4;41;PR;Santa Terezinha de Itaipu;Santa Terezinha de Itaipu;259,39;20841;18837;2004;Pequeno II;408800;4124050000000;02/02/1982;35;Feminino;Superior Completo;Pedagogo;Sem Vínculo;Família Acolhedora;17/03/2017;De 30 a 39 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;3,00;4,00;3,00;2,00;;;;;;;;10,00;10
4124053;412405;4;41;PR;Santa Terezinha de Itaipu;Santa Terezinha de Itaipu;259,39;20841;18837;2004;Pequeno II;408800;4124050000000;09/08/1973;44;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;21/07/2015;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;3,00;4,00;3,00;2,00;;;;;;;;10,00;10
4124053;412405;4;41;PR;Santa Terezinha de Itaipu;Santa Terezinha de Itaipu;259,39;20841;18837;2004;Pequeno II;408800;4124050000000;24/05/1958;59;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;13/04/2017;De 50 a 85 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;3,00;4,00;3,00;2,00;;;;;;;;10,00;10
4124053;412405;4;41;PR;Santa Terezinha de Itaipu;Santa Terezinha de Itaipu;259,39;20841;18837;2004;Pequeno II;408800;4124050000000;05/01/1953;64;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;25/11/2016;De 50 a 85 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;3,00;4,00;3,00;2,00;;;;;;;;10,00;10
4124053;412405;4;41;PR;Santa Terezinha de Itaipu;Santa Terezinha de Itaipu;259,39;20841;18837;2004;Pequeno II;408800;4124050000000;26/06/1964;53;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;29/12/2016;De 50 a 85 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;3,00;4,00;3,00;2,00;;;;;;;;10,00;10
4124053;412405;4;41;PR;Santa Terezinha de Itaipu;Santa Terezinha de Itaipu;259,39;20841;18837;2004;Pequeno II;408800;4124050000000;19/07/1974;43;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;13/04/2017;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;3,00;4,00;3,00;2,00;;;;;;;;10,00;10
4124053;412405;4;41;PR;Santa Terezinha de Itaipu;Santa Terezinha de Itaipu;259,39;20841;18837;2004;Pequeno II;408800;4124050000000;19/10/1974;43;Feminino;Superior Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;14/12/2016;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;3,00;4,00;3,00;2,00;;;;;;;;10,00;10
4127205;412720;4;41;PR;Terra Boa;Terra Boa;320,91;15776;13051;2725;Pequeno I;217374;4127200000000;17/05/1962;55;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;13/09/2016;De 50 a 85 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;1,00;;;;;;;;;;;1,00;1
4127858;412785;4;41;PR;Três Barras do Paraná;Três Barras do Paraná;504,17;11824;6095;5729;Pequeno I;432978;4127850000000;12/12/1974;43;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;16/01/2017;De 40 a 49 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;5,00;1,00;;;;;;;;;;6,00;6
4127858;412785;4;41;PR;Três Barras do Paraná;Três Barras do Paraná;504,17;11824;6095;5729;Pequeno I;432978;4127850000000;02/10/1979;38;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;16/01/2017;De 30 a 39 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;5,00;1,00;;;;;;;;;;6,00;6
4127858;412785;4;41;PR;Três Barras do Paraná;Três Barras do Paraná;504,17;11824;6095;5729;Pequeno I;432978;4127850000000;12/08/1976;41;Feminino;Médio Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;16/01/2017;De 40 a 49 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;5,00;1,00;;;;;;;;;;6,00;6
4127858;412785;4;41;PR;Três Barras do Paraná;Três Barras do Paraná;504,17;11824;6095;5729;Pequeno I;432978;4127850000000;01/02/1983;34;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;16/01/2017;De 30 a 39 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;5,00;1,00;;;;;;;;;;6,00;6
4127858;412785;4;41;PR;Três Barras do Paraná;Três Barras do Paraná;504,17;11824;6095;5729;Pequeno I;432978;4127850000000;15/03/1965;52;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;16/01/2017;De 50 a 85 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;5,00;1,00;;;;;;;;;;6,00;6
