IBGE7;IBGE;Região;UF;uf_s;Município;Municipio_2013;area;Pop_Total2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;Pop_Total2010_MICRO;NºIDENTIFICADOR;q.28.2;idade;q.28.3;q.28.9;q.28.10;q.28.11;q.28.12;q.28.13;D28.2.FaixasEtarias;D28.9;D28.11;D28.9bin1;D28.9bin2;D28.9bin3;D28.10bin1;D28.10bin2;D28.10bin3;D28.10bin4;D28.10bin5;D28.11bin1;D28.11bin2;D28.11bin3;D28.11bin4;D28.9bin1_sum;D28.9bin2_sum;D28.9bin3_sum;D28.10bin1_sum;D28.10bin2_sum;D28.10bin3_sum;D28.10bin4_sum;D28.10bin5_sum;D28.11bin1_sum;D28.11bin2_sum;D28.11bin3_sum;D28.11bin4_sum;nu_trabalhadores
1200401;120040;1;12;AC;Rio Branco;Rio Branco;9222,58;336038;308545;27493;Grande;418113;1200400000000;04/07/1964;53;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;14/10/2015;De 50 a 85 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;1,00;2,00;4,00;1,00;;;1,00;;;;;7,00;7
1200401;120040;1;12;AC;Rio Branco;Rio Branco;9222,58;336038;308545;27493;Grande;418113;1200400000000;02/08/1973;44;Masculino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;01/12/2014;De 40 a 49 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;1,00;2,00;4,00;1,00;;;1,00;;;;;7,00;7
1200401;120040;1;12;AC;Rio Branco;Rio Branco;9222,58;336038;308545;27493;Grande;418113;1200400000000;12/12/1976;41;Feminino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;30/01/2015;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;1,00;2,00;4,00;1,00;;;1,00;;;;;7,00;7
1200401;120040;1;12;AC;Rio Branco;Rio Branco;9222,58;336038;308545;27493;Grande;418113;1200400000000;23/03/1973;44;Feminino;Superior Completo;Advogado;Sem Vínculo;Família Acolhedora;01/12/2014;De 40 a 49 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;Advogado;;;;;Outros vínculos não permanentes;1,00;2,00;4,00;1,00;;;1,00;;;;;7,00;7
1200401;120040;1;12;AC;Rio Branco;Rio Branco;9222,58;336038;308545;27493;Grande;418113;1200400000000;02/08/1973;44;Feminino;Superior Completo;Pedagogo;Sem Vínculo;Família Acolhedora;09/06/2015;De 40 a 49 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;1,00;2,00;4,00;1,00;;;1,00;;;;;7,00;7
1200401;120040;1;12;AC;Rio Branco;Rio Branco;9222,58;336038;308545;27493;Grande;418113;1200400000000;02/08/1973;44;Masculino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;01/12/2014;De 40 a 49 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;1,00;2,00;4,00;1,00;;;1,00;;;;;7,00;7
1200401;120040;1;12;AC;Rio Branco;Rio Branco;9222,58;336038;308545;27493;Grande;418113;1200400000000;12/12/1976;41;Feminino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;09/02/2015;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;1,00;2,00;4,00;1,00;;;1,00;;;;;7,00;7
1302504;130250;1;13;AM;Manacapuru;Manacapuru;7329,23;85141;60174;24967;Médio;2039536;1302500000000;27/04/1968;49;Feminino;Fundamental Completo;Profissional de nível médio;Servidor Temporário;Família Acolhedora;02/01/2017;De 40 a 49 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;2,00;;;;;;;;;;;2,00;2
1302504;130250;1;13;AM;Manacapuru;Manacapuru;7329,23;85141;60174;24967;Médio;2039536;1302500000000;25/02/1974;43;Feminino;Fundamental Completo;Profissional de nível médio;Servidor Temporário;Família Acolhedora;02/01/2017;De 40 a 49 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;2,00;;;;;;;;;;;2,00;2
1502301;150230;1;15;PA;Capitão Poço;Capitão Poço;2899,53;51893;21441;30452;Médio;434556;1502300000000;07/06/1983;34;Feminino;Superior Completo;Advogado;Sem Vínculo;Família Acolhedora;06/02/2017;De 30 a 39 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;Advogado;;;;;Outros vínculos não permanentes;3,00;;1,00;;;;1,00;;;;;4,00;4
1502301;150230;1;15;PA;Capitão Poço;Capitão Poço;2899,53;51893;21441;30452;Médio;434556;1502300000000;15/10/1955;62;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;31/03/2017;De 50 a 85 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;3,00;;1,00;;;;1,00;;;;;4,00;4
1502301;150230;1;15;PA;Capitão Poço;Capitão Poço;2899,53;51893;21441;30452;Médio;434556;1502300000000;09/04/1980;37;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;13/07/2017;De 30 a 39 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;3,00;;1,00;;;;1,00;;;;;4,00;4
1502301;150230;1;15;PA;Capitão Poço;Capitão Poço;2899,53;51893;21441;30452;Médio;434556;1502300000000;10/04/1984;33;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;10/12/2014;De 30 a 39 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;3,00;;1,00;;;;1,00;;;;;4,00;4
1503200;150320;1;15;PA;Igarapé-açu;Igarapé-Açu;785,98;35887;21207;14680;Pequeno II;382765;1503200000000;15/06/1970;47;Feminino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;04/01/2017;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;1,00;2,00;;;;;;;;;;3,00;3
1503200;150320;1;15;PA;Igarapé-açu;Igarapé-Açu;785,98;35887;21207;14680;Pequeno II;382765;1503200000000;04/10/1975;42;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;30/09/2015;De 40 a 49 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;1,00;2,00;;;;;;;;;;3,00;3
1503200;150320;1;15;PA;Igarapé-açu;Igarapé-Açu;785,98;35887;21207;14680;Pequeno II;382765;1503200000000;25/10/1983;34;Feminino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;05/01/2017;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;1,00;2,00;;;;;;;;;;3,00;3
1505106;150510;1;15;PA;Óbidos;Óbidos;28021,29;49333;25466;23867;Pequeno II;184339;1505100000000;23/01/1973;44;Feminino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;23/01/2012;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;1,00;4,00;1,00;;;;;;1,00;;;5,00;6
1505106;150510;1;15;PA;Óbidos;Óbidos;28021,29;49333;25466;23867;Pequeno II;184339;1505100000000;25/02/1984;33;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;23/01/2012;De 30 a 39 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;1,00;4,00;1,00;;;;;;1,00;;;5,00;6
1505106;150510;1;15;PA;Óbidos;Óbidos;28021,29;49333;25466;23867;Pequeno II;184339;1505100000000;06/01/1954;63;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;23/01/2012;De 50 a 85 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;1,00;4,00;1,00;;;;;;1,00;;;5,00;6
1505106;150510;1;15;PA;Óbidos;Óbidos;28021,29;49333;25466;23867;Pequeno II;184339;1505100000000;31/03/1974;43;Feminino;Médio Completo;Profissional de nível médio;Servidor Estatutário;Família Acolhedora;23/01/2012;De 40 a 49 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;1,00;4,00;1,00;;;;;;1,00;;;5,00;6
1505106;150510;1;15;PA;Óbidos;Óbidos;28021,29;49333;25466;23867;Pequeno II;184339;1505100000000;24/04/1984;33;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;13/01/2012;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;1,00;4,00;1,00;;;;;;1,00;;;5,00;6
1505106;150510;1;15;PA;Óbidos;Óbidos;28021,29;49333;25466;23867;Pequeno II;184339;1505100000000;21/11/1986;31;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;23/01/2012;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;1,00;4,00;1,00;;;;;;1,00;;;5,00;6
1505635;150563;1;15;PA;Piçarra;Piçarra;3312,49;12697;3581;9116;Pequeno I;183190;1505630000000;15/08/1988;29;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;05/09/2016;De 16 a 29 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;2,00;2,00;;;;;;;;;;4,00;4
1505635;150563;1;15;PA;Piçarra;Piçarra;3312,49;12697;3581;9116;Pequeno I;183190;1505630000000;06/10/1990;27;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;20/12/2014;De 16 a 29 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;2,00;2,00;;;;;;;;;;4,00;4
1505635;150563;1;15;PA;Piçarra;Piçarra;3312,49;12697;3581;9116;Pequeno I;183190;1505630000000;15/10/1994;23;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;01/10/2017;De 16 a 29 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;2,00;2,00;;;;;;;;;;4,00;4
1505635;150563;1;15;PA;Piçarra;Piçarra;3312,49;12697;3581;9116;Pequeno I;183190;1505630000000;17/02/1975;42;Feminino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;02/05/2017;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;2,00;2,00;;;;;;;;;;4,00;4
1506807;150680;1;15;PA;Santarém;Santarém;22887,08;294580;215790;78790;Grande;484523;1506800000000;24/04/1967;50;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;14/11/2014;De 50 a 85 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;3,00;3,00;2,00;;;;;;;;;8,00;8
1506807;150680;1;15;PA;Santarém;Santarém;22887,08;294580;215790;78790;Grande;484523;1506800000000;20/01/1965;52;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;04/10/2017;De 50 a 85 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;3,00;3,00;2,00;;;;;;;;;8,00;8
1506807;150680;1;15;PA;Santarém;Santarém;22887,08;294580;215790;78790;Grande;484523;1506800000000;06/03/1962;55;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;20/04/2017;De 50 a 85 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;3,00;3,00;2,00;;;;;;;;;8,00;8
1506807;150680;1;15;PA;Santarém;Santarém;22887,08;294580;215790;78790;Grande;484523;1506800000000;29/04/1964;53;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;26/02/2015;De 50 a 85 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;3,00;3,00;2,00;;;;;;;;;8,00;8
1506807;150680;1;15;PA;Santarém;Santarém;22887,08;294580;215790;78790;Grande;484523;1506800000000;05/06/1973;44;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;27/02/2015;De 40 a 49 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;3,00;3,00;2,00;;;;;;;;;8,00;8
1506807;150680;1;15;PA;Santarém;Santarém;22887,08;294580;215790;78790;Grande;484523;1506800000000;21/09/1975;42;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;26/09/2017;De 40 a 49 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;3,00;3,00;2,00;;;;;;;;;8,00;8
1506807;150680;1;15;PA;Santarém;Santarém;22887,08;294580;215790;78790;Grande;484523;1506800000000;20/05/1977;40;Feminino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;02/10/2017;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;3,00;3,00;2,00;;;;;;;;;8,00;8
1506807;150680;1;15;PA;Santarém;Santarém;22887,08;294580;215790;78790;Grande;484523;1506800000000;07/03/1983;34;Feminino;Sem Escolaridade;Sem formação profissional;Sem Vínculo;Família Acolhedora;12/07/2017;De 30 a 39 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;3,00;3,00;2,00;;;;;;;;;8,00;8
1702109;170210;1;17;TO;Araguaína;Araguaína;4000,40;150484;142925;7559;Grande;278707;1702100000000;08/07/1981;36;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;19/08/2015;De 30 a 39 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;1,00;7,00;9,00;;3,00;;;;;;;17,00;17
1702109;170210;1;17;TO;Araguaína;Araguaína;4000,40;150484;142925;7559;Grande;278707;1702100000000;14/02/1979;38;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;05/08/2016;De 30 a 39 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;1,00;7,00;9,00;;3,00;;;;;;;17,00;17
1702109;170210;1;17;TO;Araguaína;Araguaína;4000,40;150484;142925;7559;Grande;278707;1702100000000;12/06/1989;28;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;31/08/2016;De 16 a 29 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;1,00;7,00;9,00;;3,00;;;;;;;17,00;17
1702109;170210;1;17;TO;Araguaína;Araguaína;4000,40;150484;142925;7559;Grande;278707;1702100000000;13/07/1989;28;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;16/12/2014;De 16 a 29 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;1,00;7,00;9,00;;3,00;;;;;;;17,00;17
1702109;170210;1;17;TO;Araguaína;Araguaína;4000,40;150484;142925;7559;Grande;278707;1702100000000;15/05/1992;25;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;29/03/2016;De 16 a 29 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;1,00;7,00;9,00;;3,00;;;;;;;17,00;17
1702109;170210;1;17;TO;Araguaína;Araguaína;4000,40;150484;142925;7559;Grande;278707;1702100000000;25/03/1992;25;Feminino;Superior Incompleto;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;01/10/2015;De 16 a 29 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;1,00;7,00;9,00;;3,00;;;;;;;17,00;17
1702109;170210;1;17;TO;Araguaína;Araguaína;4000,40;150484;142925;7559;Grande;278707;1702100000000;10/05/1974;43;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;25/09/2015;De 40 a 49 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;1,00;7,00;9,00;;3,00;;;;;;;17,00;17
1702109;170210;1;17;TO;Araguaína;Araguaína;4000,40;150484;142925;7559;Grande;278707;1702100000000;29/12/1980;37;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;11/09/2015;De 30 a 39 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;1,00;7,00;9,00;;3,00;;;;;;;17,00;17
1702109;170210;1;17;TO;Araguaína;Araguaína;4000,40;150484;142925;7559;Grande;278707;1702100000000;24/01/1995;22;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;30/04/2015;De 16 a 29 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;1,00;7,00;9,00;;3,00;;;;;;;17,00;17
1702109;170210;1;17;TO;Araguaína;Araguaína;4000,40;150484;142925;7559;Grande;278707;1702100000000;21/02/1967;50;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;20/02/2015;De 50 a 85 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;1,00;7,00;9,00;;3,00;;;;;;;17,00;17
1702109;170210;1;17;TO;Araguaína;Araguaína;4000,40;150484;142925;7559;Grande;278707;1702100000000;23/03/1996;21;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;29/06/2015;De 16 a 29 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;1,00;7,00;9,00;;3,00;;;;;;;17,00;17
1702109;170210;1;17;TO;Araguaína;Araguaína;4000,40;150484;142925;7559;Grande;278707;1702100000000;17/11/1966;51;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;03/05/2017;De 50 a 85 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;1,00;7,00;9,00;;3,00;;;;;;;17,00;17
1702109;170210;1;17;TO;Araguaína;Araguaína;4000,40;150484;142925;7559;Grande;278707;1702100000000;25/04/1978;39;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;25/09/2015;De 30 a 39 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;1,00;7,00;9,00;;3,00;;;;;;;17,00;17
1702109;170210;1;17;TO;Araguaína;Araguaína;4000,40;150484;142925;7559;Grande;278707;1702100000000;24/12/1976;41;Feminino;Superior Completo;Assistente Social;Sem Vínculo;Família Acolhedora;11/05/2017;De 40 a 49 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;1,00;7,00;9,00;;3,00;;;;;;;17,00;17
1702109;170210;1;17;TO;Araguaína;Araguaína;4000,40;150484;142925;7559;Grande;278707;1702100000000;29/07/1954;63;Feminino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;03/11/2015;De 50 a 85 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;1,00;7,00;9,00;;3,00;;;;;;;17,00;17
1702109;170210;1;17;TO;Araguaína;Araguaína;4000,40;150484;142925;7559;Grande;278707;1702100000000;23/03/1980;37;Masculino;Superior Completo;Assistente Social;Sem Vínculo;Família Acolhedora;11/02/2016;De 30 a 39 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;1,00;7,00;9,00;;3,00;;;;;;;17,00;17
1702109;170210;1;17;TO;Araguaína;Araguaína;4000,40;150484;142925;7559;Grande;278707;1702100000000;29/11/1982;35;Masculino;Superior Completo;Assistente Social;Sem Vínculo;Família Acolhedora;29/03/2016;De 30 a 39 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;1,00;7,00;9,00;;3,00;;;;;;;17,00;17
1706100;170610;1;17;TO;Cristalândia;Cristalândia;1848,23;7234;5924;1310;Pequeno I;116002;1706100000000;20/04/1973;44;Feminino;Superior Incompleto;Profissional de nível médio;Sem Vínculo;Família Acolhedora;24/11/2017;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;1,00;2,00;;;;;;;;;;3,00;3
1706100;170610;1;17;TO;Cristalândia;Cristalândia;1848,23;7234;5924;1310;Pequeno I;116002;1706100000000;05/07/1988;29;Feminino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;31/08/2016;De 16 a 29 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;1,00;2,00;;;;;;;;;;3,00;3
1706100;170610;1;17;TO;Cristalândia;Cristalândia;1848,23;7234;5924;1310;Pequeno I;116002;1706100000000;11/05/1959;58;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;01/03/2012;De 50 a 85 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;1,00;2,00;;;;;;;;;;3,00;3
1714880;171488;1;17;TO;Nova Olinda;Nova Olinda;1566,24;10686;7465;3221;Pequeno I;278707;1714880000000;20/05/1971;46;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;06/02/2015;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;;2,00;;;;;;;;;;2,00;2
1714880;171488;1;17;TO;Nova Olinda;Nova Olinda;1566,24;10686;7465;3221;Pequeno I;278707;1714880000000;24/05/1993;24;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;06/02/2015;De 16 a 29 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;;2,00;;;;;;;;;;2,00;2
2102358;210235;2;21;MA;Buritirana;Buritirana;818,42;14784;4146;10638;Pequeno I;566866;2102350000000;25/03/1970;47;Feminino;Superior Completo;Pedagogo;Sem Vínculo;Família Acolhedora;01/01/2017;De 40 a 49 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;;;1,00;1,00;;;;;;;;1,00;1
2107308;210730;2;21;MA;Nova Iorque;Nova Iorque;976,63;4590;2876;1714;Pequeno I;209338;2107300000000;14/12/1969;48;Feminino;Fundamental Completo;Sem formação profissional;Voluntário;Família Acolhedora;18/10/2017;De 40 a 49 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;1,00;;;;;;;;;;;1,00;1
2108009;210800;2;21;MA;Pastos Bons;Pastos Bons;1620,20;18067;12307;5760;Pequeno I;209338;2108000000000;02/11/1962;55;Feminino;Médio Incompleto;Sem formação profissional;Voluntário;Família Acolhedora;28/10/2017;De 50 a 85 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;1,00;;;;;;;;;;;1,00;1
2110708;211070;2;21;MA;São Domingos do Maranhão;São Domingos do Maranhão;1303,16;33607;17313;16294;Pequeno II;191024;2110700000000;09/06/1988;29;Masculino;Superior Incompleto;Profissional de nível médio;Voluntário;Família Acolhedora;01/06/2017;De 16 a 29 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;;1,00;;;;;;;;;;1,00;1
2111201;211120;2;21;MA;São José de Ribamar;São José de Ribamar;386,28;163045;37709;125336;Grande;1309330;2111200000000;11/02/1955;62;Feminino;Médio Completo;Sem formação profissional;Outro vínculo não permanente;Família Acolhedora;04/01/2017;De 50 a 85 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;;1,00;;;;;;;;;;1,00;1
2111300;211130;2;21;MA;São Luís;São Luís;827,14;1014837;958522;56315;Metrópole;1309330;2111300000000;24/02/1947;70;Feminino;Superior Completo;Pedagogo;Sem Vínculo;Família Acolhedora;12/11/2008;De 50 a 85 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;2,00;2,00;3,00;2,00;;;;;;;;7,00;7
2111300;211130;2;21;MA;São Luís;São Luís;827,14;1014837;958522;56315;Metrópole;1309330;2111300000000;14/08/1954;63;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;02/12/2015;De 50 a 85 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;2,00;2,00;3,00;2,00;;;;;;;;7,00;7
2111300;211130;2;21;MA;São Luís;São Luís;827,14;1014837;958522;56315;Metrópole;1309330;2111300000000;22/01/1962;55;Feminino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;28/07/2016;De 50 a 85 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;2,00;2,00;3,00;2,00;;;;;;;;7,00;7
2111300;211130;2;21;MA;São Luís;São Luís;827,14;1014837;958522;56315;Metrópole;1309330;2111300000000;09/02/1966;51;Feminino;Superior Incompleto;Profissional de nível médio;Sem Vínculo;Família Acolhedora;23/06/2008;De 50 a 85 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;2,00;2,00;3,00;2,00;;;;;;;;7,00;7
2111300;211130;2;21;MA;São Luís;São Luís;827,14;1014837;958522;56315;Metrópole;1309330;2111300000000;13/04/1962;55;Feminino;Médio Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;22/03/2016;De 50 a 85 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;2,00;2,00;3,00;2,00;;;;;;;;7,00;7
2111300;211130;2;21;MA;São Luís;São Luís;827,14;1014837;958522;56315;Metrópole;1309330;2111300000000;12/07/1951;66;Feminino;Superior Completo;Pedagogo;Sem Vínculo;Família Acolhedora;28/07/2016;De 50 a 85 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;2,00;2,00;3,00;2,00;;;;;;;;7,00;7
