id_acolhimento;IBGE7_sede;IBGE_sede;Região_sede;UF_sede;Município_sede;Municipio_2013_sede;area_sede;Pop_Total2010_sede;Porte_pop2010_sede;q9.IBGE;q9.IBGE7;q9.UF;q9.Município;q9.Municipio_2013;q9.area;q9.Pop_Total2010;q9.Pop_Urbana2010;q9.Pop_Rural2010;q9.Porte_pop2010
5003703305888;5003702;500370;Região Centro-Oeste;MS;Dourados;Dourados;4086,39;196035;Grande;500620;5006200;MS;Nova Andradina;Nova Andradina;4776,10;45585;38786;6799;Pequeno II
5002703300926;5002704;500270;Região Centro-Oeste;MS;Campo Grande;Campo Grande;8096,05;786797;Grande;500625;5006259;MS;Novo Horizonte do Sul;Novo Horizonte do Sul;849,12;4940;2660;2280;Pequeno I
5002703300926;5002704;500270;Região Centro-Oeste;MS;Campo Grande;Campo Grande;8096,05;786797;Grande;500627;5006275;MS;Paraíso das Águas;Paraíso das Águas;#NULO!;5150;#NULO!;#NULO!;Pequeno I
5002703300926;5002704;500270;Região Centro-Oeste;MS;Campo Grande;Campo Grande;8096,05;786797;Grande;500630;5006309;MS;Paranaíba;Paranaíba;5402,78;40192;35754;4438;Pequeno II
5008303305887;5008305;500830;Região Centro-Oeste;MS;Três Lagoas;Três Lagoas;10206,37;101791;Grande;500630;5006309;MS;Paranaíba;Paranaíba;5402,78;40192;35754;4438;Pequeno II
5002703300926;5002704;500270;Região Centro-Oeste;MS;Campo Grande;Campo Grande;8096,05;786797;Grande;500635;5006358;MS;Paranhos;Paranhos;1302,14;12350;6263;6087;Pequeno I
5002703300926;5002704;500270;Região Centro-Oeste;MS;Campo Grande;Campo Grande;8096,05;786797;Grande;500640;5006408;MS;Pedro Gomes;Pedro Gomes;3651,17;7967;6148;1819;Pequeno I
5002703300926;5002704;500270;Região Centro-Oeste;MS;Campo Grande;Campo Grande;8096,05;786797;Grande;500660;5006606;MS;Ponta Porã;Ponta Porã;5328,62;77872;62067;15805;Médio
5002703303505;5002704;500270;Região Centro-Oeste;MS;Campo Grande;Campo Grande;8096,05;786797;Grande;500660;5006606;MS;Ponta Porã;Ponta Porã;5328,62;77872;62067;15805;Médio
5002703300926;5002704;500270;Região Centro-Oeste;MS;Campo Grande;Campo Grande;8096,05;786797;Grande;500690;5006903;MS;Porto Murtinho;Porto Murtinho;17734,93;15372;10059;5313;Pequeno I
5002703303505;5002704;500270;Região Centro-Oeste;MS;Campo Grande;Campo Grande;8096,05;786797;Grande;500690;5006903;MS;Porto Murtinho;Porto Murtinho;17734,93;15372;10059;5313;Pequeno I
5002703300926;5002704;500270;Região Centro-Oeste;MS;Campo Grande;Campo Grande;8096,05;786797;Grande;500710;5007109;MS;Ribas do Rio Pardo;Ribas do Rio Pardo;17308,72;20946;12965;7981;Pequeno II
5002703303505;5002704;500270;Região Centro-Oeste;MS;Campo Grande;Campo Grande;8096,05;786797;Grande;500710;5007109;MS;Ribas do Rio Pardo;Ribas do Rio Pardo;17308,72;20946;12965;7981;Pequeno II
5002703300926;5002704;500270;Região Centro-Oeste;MS;Campo Grande;Campo Grande;8096,05;786797;Grande;500720;5007208;MS;Rio Brilhante;Rio Brilhante;3987,53;30663;24557;6106;Pequeno II
5002703300926;5002704;500270;Região Centro-Oeste;MS;Campo Grande;Campo Grande;8096,05;786797;Grande;500730;5007307;MS;Rio Negro;Rio Negro;1807,67;5036;3665;1371;Pequeno I
5003703305888;5003702;500370;Região Centro-Oeste;MS;Dourados;Dourados;4086,39;196035;Grande;500730;5007307;MS;Rio Negro;Rio Negro;1807,67;5036;3665;1371;Pequeno I
5002703300926;5002704;500270;Região Centro-Oeste;MS;Campo Grande;Campo Grande;8096,05;786797;Grande;500740;5007406;MS;Rio Verde de Mato Grosso;Rio Verde de Mato Grosso;8151,98;18890;16297;2593;Pequeno I
5002703300926;5002704;500270;Região Centro-Oeste;MS;Campo Grande;Campo Grande;8096,05;786797;Grande;500750;5007505;MS;Rochedo;Rochedo;1560,65;4928;2889;2039;Pequeno I
5002703300926;5002704;500270;Região Centro-Oeste;MS;Campo Grande;Campo Grande;8096,05;786797;Grande;500755;5007554;MS;Santa Rita do Pardo;Santa Rita do Pardo;6141,62;7259;3522;3737;Pequeno I
5008303305887;5008305;500830;Região Centro-Oeste;MS;Três Lagoas;Três Lagoas;10206,37;101791;Grande;500755;5007554;MS;Santa Rita do Pardo;Santa Rita do Pardo;6141,62;7259;3522;3737;Pequeno I
5002703300926;5002704;500270;Região Centro-Oeste;MS;Campo Grande;Campo Grande;8096,05;786797;Grande;500769;5007695;MS;São Gabriel do Oeste;São Gabriel do Oeste;3864,86;22203;19300;2903;Pequeno II
5002703300926;5002704;500270;Região Centro-Oeste;MS;Campo Grande;Campo Grande;8096,05;786797;Grande;500770;5007703;MS;Sete Quedas;Sete Quedas;825,93;10780;8974;1806;Pequeno I
5002703300926;5002704;500270;Região Centro-Oeste;MS;Campo Grande;Campo Grande;8096,05;786797;Grande;500780;5007802;MS;Selvíria;Selvíria;3258,65;6287;4772;1515;Pequeno I
5008303305887;5008305;500830;Região Centro-Oeste;MS;Três Lagoas;Três Lagoas;10206,37;101791;Grande;500780;5007802;MS;Selvíria;Selvíria;3258,65;6287;4772;1515;Pequeno I
5002703300926;5002704;500270;Região Centro-Oeste;MS;Campo Grande;Campo Grande;8096,05;786797;Grande;500790;5007901;MS;Sidrolândia;Sidrolândia;5286,49;42132;27783;14349;Pequeno II
5002703300926;5002704;500270;Região Centro-Oeste;MS;Campo Grande;Campo Grande;8096,05;786797;Grande;500793;5007935;MS;Sonora;Sonora;4075,44;14833;13401;1432;Pequeno I
5002703300926;5002704;500270;Região Centro-Oeste;MS;Campo Grande;Campo Grande;8096,05;786797;Grande;500795;5007950;MS;Tacuru;Tacuru;1785,32;10215;3767;6448;Pequeno I
5002703300926;5002704;500270;Região Centro-Oeste;MS;Campo Grande;Campo Grande;8096,05;786797;Grande;500797;5007976;MS;Taquarussu;Taquarussu;1041,12;3518;2454;1064;Pequeno I
5002703300926;5002704;500270;Região Centro-Oeste;MS;Campo Grande;Campo Grande;8096,05;786797;Grande;500800;5008008;MS;Terenos;Terenos;2841,24;17146;7275;9871;Pequeno I
5002703300926;5002704;500270;Região Centro-Oeste;MS;Campo Grande;Campo Grande;8096,05;786797;Grande;500830;5008305;MS;Três Lagoas;Três Lagoas;10206,37;101791;97069;4722;Grande
5002703300926;5002704;500270;Região Centro-Oeste;MS;Campo Grande;Campo Grande;8096,05;786797;Grande;500840;5008404;MS;Vicentina;Vicentina;310,22;5901;4243;1658;Pequeno I
